Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	HPMR.Ligand	HPMR.Receptor
RLN3_RXFP2	RLN3	relaxin 3	RXFP2	relaxin/insulin-like family peptide receptor 2	RLN3	RXFP2
RLN3_RXFP3	RLN3	relaxin 3	RXFP3	relaxin/insulin-like family peptide receptor 3	RLN3	RXFP3
RLN3_RXFP4	RLN3	relaxin 3	RXFP4	relaxin/insulin-like family peptide receptor 4	RLN3	RXFP4
RNASE2_TLR2	RNASE2	"ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)"	TLR2	toll-like receptor 2		
RPH3A_NRXN1	RPH3A	rabphilin 3A homolog (mouse)	NRXN1	neurexin 1		NRXN1
RPS19_C5AR1	RPS19	ribosomal protein S19	C5AR1	complement component 5a receptor 1		C5AR1
RSPO1_FZD8	RSPO1	R-spondin 1	FZD8	frizzled class receptor 8	RSPO1	FZD8
RSPO1_LGR4	RSPO1	R-spondin 1	LGR4	leucine-rich repeat containing G protein-coupled receptor 4	RSPO1	LGR4
RSPO1_LGR5	RSPO1	R-spondin 1	LGR5	leucine-rich repeat containing G protein-coupled receptor 5	RSPO1	LGR5
RSPO1_LGR6	RSPO1	R-spondin 1	LGR6	leucine-rich repeat containing G protein-coupled receptor 6	RSPO1	LGR6
RSPO1_LRP6	RSPO1	R-spondin 1	LRP6	low density lipoprotein receptor-related protein 6	RSPO1	LRP6
RSPO1_ZNRF3	RSPO1	R-spondin 1	ZNRF3	zinc and ring finger 3		
RSPO2_LGR4	RSPO2	R-spondin 2	LGR4	leucine-rich repeat containing G protein-coupled receptor 4	RSPO2	LGR4
RSPO2_LGR5	RSPO2	R-spondin 2	LGR5	leucine-rich repeat containing G protein-coupled receptor 5	RSPO2	LGR5
RSPO2_LGR6	RSPO2	R-spondin 2	LGR6	leucine-rich repeat containing G protein-coupled receptor 6	RSPO2	LGR6
RSPO3_FZD8	RSPO3	R-spondin 3	FZD8	frizzled class receptor 8	RSPO3	FZD8
RSPO3_LGR4	RSPO3	R-spondin 3	LGR4	leucine-rich repeat containing G protein-coupled receptor 4	RSPO3	LGR4
RSPO3_LGR5	RSPO3	R-spondin 3	LGR5	leucine-rich repeat containing G protein-coupled receptor 5	RSPO3	LGR5
RSPO3_LGR6	RSPO3	R-spondin 3	LGR6	leucine-rich repeat containing G protein-coupled receptor 6	RSPO3	LGR6
RSPO3_LRP6	RSPO3	R-spondin 3	LRP6	low density lipoprotein receptor-related protein 6		
RSPO3_SDC4	RSPO3	R-spondin 3	SDC4	syndecan 4	RSPO3	SDC4
RSPO4_LGR4	RSPO4	R-spondin 4	LGR4	leucine-rich repeat containing G protein-coupled receptor 4	RSPO4	LGR4
RSPO4_LGR5	RSPO4	R-spondin 4	LGR5	leucine-rich repeat containing G protein-coupled receptor 5	RSPO4	LGR5
RSPO4_LGR6	RSPO4	R-spondin 4	LGR6	leucine-rich repeat containing G protein-coupled receptor 6	RSPO4	LGR6
RTN4_CNTNAP1	RTN4	reticulon 4	CNTNAP1	contactin associated protein 1	RTN4	CNTNAP1
RTN4_GJB2	RTN4	reticulon 4	GJB2	"gap junction protein, beta 2, 26kDa"	RTN4	
RTN4_LINGO1	RTN4	reticulon 4	LINGO1	leucine rich repeat and Ig domain containing 1	RTN4	LRRN6A
RTN4_NGFR	RTN4	reticulon 4	NGFR	nerve growth factor receptor	RTN4	NGFR
RTN4_RTN4R	RTN4	reticulon 4	RTN4R	reticulon 4 receptor	RTN4	RTN4R
RTN4_RTN4RL1	RTN4	reticulon 4	RTN4RL1	reticulon 4 receptor-like 1	RTN4	
RTN4_TNFRSF19	RTN4	reticulon 4	TNFRSF19	"tumor necrosis factor receptor superfamily, member 19"	RTN4	TNFRSF19
S100A8_TLR4	S100A8	S100 calcium binding protein A8	TLR4	toll-like receptor 4		
S100A9_TLR4	S100A9	S100 calcium binding protein A9	TLR4	toll-like receptor 4		
SAA1_FPR1	SAA1	serum amyloid A1	FPR1	formyl peptide receptor 1		FPR1
SAA1_FPR2	SAA1	serum amyloid A1	FPR2	formyl peptide receptor 2		FPRL1
SAA1_SCARB1	SAA1	serum amyloid A1	SCARB1	"scavenger receptor class B, member 1"		SCARB1
SCGB1A1_LMBR1L	SCGB1A1	"secretoglobin, family 1A, member 1 (uteroglobin)"	LMBR1L	limb development membrane protein 1-like		
SCGB1A1_LRP2	SCGB1A1	"secretoglobin, family 1A, member 1 (uteroglobin)"	LRP2	low density lipoprotein receptor-related protein 2		LRP2
SCGB3A1_MARCO	SCGB3A1	"secretoglobin, family 3A, member 1"	MARCO	macrophage receptor with collagenous structure	SCGB3A1	
SCGB3A2_MARCO	SCGB3A2	"secretoglobin, family 3A, member 2"	MARCO	macrophage receptor with collagenous structure		
SCT_SCTR	SCT	secretin	SCTR	secretin receptor	SCT	SCTR
SCT_VIPR1	SCT	secretin	VIPR1	vasoactive intestinal peptide receptor 1	SCT	VIPR1
SCT_VIPR2	SCT	secretin	VIPR2	vasoactive intestinal peptide receptor 2		
SELPLG_ESAM	SELPLG	selectin P ligand	ESAM	endothelial cell adhesion molecule	SELPLG	
SELPLG_ITGAM	SELPLG	selectin P ligand	ITGAM	"integrin, alpha M (complement component 3 receptor 3 subunit)"	SELPLG	ITGAM
SELPLG_ITGB2	SELPLG	selectin P ligand	ITGB2	"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"	SELPLG	ITGB2
SELPLG_SELE	SELPLG	selectin P ligand	SELE	selectin E	SELPLG	SELE
SELPLG_SELL	SELPLG	selectin P ligand	SELL	selectin L	SELPLG	SELL
SELPLG_SELP	SELPLG	selectin P ligand	SELP	"selectin P (granule membrane protein 140kDa, antigen CD62)"	SELPLG	SELP
SEMA3A_NRP1	SEMA3A	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"	NRP1	neuropilin 1	SEMA3A	NRP1
SEMA3A_NRP2	SEMA3A	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"	NRP2	neuropilin 2	SEMA3A	NRP2
SEMA3A_PLXNA1	SEMA3A	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"	PLXNA1	plexin A1	SEMA3A	PLXNA1
SEMA3A_PLXNA2	SEMA3A	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"	PLXNA2	plexin A2	SEMA3A	PLXNA2
SEMA3A_PLXNA3	SEMA3A	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"	PLXNA3	plexin A3	SEMA3A	PLXNA3
SEMA3A_PLXNA4	SEMA3A	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"	PLXNA4	plexin A4	SEMA3A	PLXNA4
SEMA3B_NRP1	SEMA3B	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B"	NRP1	neuropilin 1	SEMA3B	NRP1
SEMA3B_NRP2	SEMA3B	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B"	NRP2	neuropilin 2	SEMA3B	NRP2
SEMA3C_NRP1	SEMA3C	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C"	NRP1	neuropilin 1	SEMA3C	NRP1
SEMA3C_NRP2	SEMA3C	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C"	NRP2	neuropilin 2	SEMA3C	NRP2
SEMA3C_PLXND1	SEMA3C	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C"	PLXND1	plexin D1	SEMA3C	PLXND1
SEMA3D_NRP1	SEMA3D	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D"	NRP1	neuropilin 1		
SEMA3E_NRP1	SEMA3E	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"	NRP1	neuropilin 1	SEMA3E	NRP1
SEMA3E_PLXND1	SEMA3E	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"	PLXND1	plexin D1	SEMA3E	PLXND1
SEMA3F_NRP1	SEMA3F	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F"	NRP1	neuropilin 1	SEMA3F	NRP1
SEMA3F_NRP2	SEMA3F	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F"	NRP2	neuropilin 2	SEMA3F	NRP2
SEMA3F_PLXNA1	SEMA3F	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F"	PLXNA1	plexin A1	SEMA3F	PLXNA1
SEMA3F_PLXNA3	SEMA3F	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F"	PLXNA3	plexin A3	SEMA3F	PLXNA3
SEMA3G_NRP2	SEMA3G	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G"	NRP2	neuropilin 2		NRP2
SEMA4A_PLXND1	SEMA4A	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A"	PLXND1	plexin D1	SEMA4A	PLXND1
SEMA4B_DCBLD2	SEMA4B	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B"	DCBLD2	"discoidin, CUB and LCCL domain containing 2"		
SEMA4C_PLXNB2	SEMA4C	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C"	PLXNB2	plexin B2		
SEMA4D_CD72	SEMA4D	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"	CD72	CD72 molecule	SEMA4D	
SEMA4D_ERBB2	SEMA4D	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	SEMA4D	ERBB2
SEMA4D_MET	SEMA4D	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"	MET	met proto-oncogene	SEMA4D	MET
SEMA4D_PLXNB1	SEMA4D	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"	PLXNB1	plexin B1	SEMA4D	PLXNB1
SEMA4D_PLXNB2	SEMA4D	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"	PLXNB2	plexin B2	SEMA4D	PLXNB2
SEMA4F_NRP2	SEMA4F	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F"	NRP2	neuropilin 2	SEMA4F	NRP2
SEMA4G_PLXNB2	SEMA4G	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G"	PLXNB2	plexin B2		
SEMA5A_MET	SEMA5A	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"	MET	met proto-oncogene	SEMA5A	MET
SEMA5A_PLXNB3	SEMA5A	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"	PLXNB3	plexin B3	SEMA5A	PLXNB3
SEMA6A_PLXNA2	SEMA6A	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"	PLXNA2	plexin A2	SEMA6A	PLXNA2
SEMA6A_PLXNA4	SEMA6A	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"	PLXNA4	plexin A4	SEMA6A	PLXNA4
SEMA6D_KDR	SEMA6D	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D"	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	SEMA6D	KDR
SEMA6D_PLXNA1	SEMA6D	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D"	PLXNA1	plexin A1	SEMA6D	PLXNA1
SEMA6D_TREM2	SEMA6D	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D"	TREM2	triggering receptor expressed on myeloid cells 2	SEMA6D	TREM2
SEMA6D_TYROBP	SEMA6D	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D"	TYROBP	TYRO protein tyrosine kinase binding protein		
SEMA7A_ITGA1	SEMA7A	"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)"	ITGA1	"integrin, alpha 1"	SEMA7A	ITGA1
SEMA7A_ITGB1	SEMA7A	"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)"	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	SEMA7A	ITGB1
SEMA7A_PLXNC1	SEMA7A	"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)"	PLXNC1	plexin C1	SEMA7A	PLXNC1
SERPINA1_LRP1	SERPINA1	"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1"	LRP1	low density lipoprotein receptor-related protein 1	SERPINA1	LRP1
SERPINA7_SLC16A2	SERPINA7	"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7"	SLC16A2	"solute carrier family 16, member 2 (thyroid hormone transporter)"		
SERPINC1_GPC1	SERPINC1	"serpin peptidase inhibitor, clade C (antithrombin), member 1"	GPC1	glypican 1	SERPINC1	GPC1
SERPINC1_LRP1	SERPINC1	"serpin peptidase inhibitor, clade C (antithrombin), member 1"	LRP1	low density lipoprotein receptor-related protein 1	SERPINC1	LRP1
SERPINC1_SDC2	SERPINC1	"serpin peptidase inhibitor, clade C (antithrombin), member 1"	SDC2	syndecan 2	SERPINC1	SDC2
SERPINE1_ITGAV	SERPINE1	"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1"	ITGAV	"integrin, alpha V"	SERPINE1	ITGAV
SERPINE1_ITGB5	SERPINE1	"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1"	ITGB5	"integrin, beta 5"	SERPINE1	ITGB5
SERPINE1_LRP1	SERPINE1	"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1"	LRP1	low density lipoprotein receptor-related protein 1	SERPINE1	LRP1
SERPINE1_LRP2	SERPINE1	"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1"	LRP2	low density lipoprotein receptor-related protein 2	SERPINE1	LRP2
SERPINE1_PLAUR	SERPINE1	"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1"	PLAUR	"plasminogen activator, urokinase receptor"	SERPINE1	PLAUR
SERPINE2_LRP1	SERPINE2	"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2"	LRP1	low density lipoprotein receptor-related protein 1	SERPINE2	LRP1
SERPING1_LRP1	SERPING1	"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1"	LRP1	low density lipoprotein receptor-related protein 1	SERPING1	LRP1
SERPING1_SELE	SERPING1	"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1"	SELE	selectin E	SERPING1	SELE
SERPING1_SELP	SERPING1	"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1"	SELP	"selectin P (granule membrane protein 140kDa, antigen CD62)"	SERPING1	SELP
SFRP1_FZD2	SFRP1	secreted frizzled-related protein 1	FZD2	frizzled class receptor 2		FZD2
SFRP1_FZD6	SFRP1	secreted frizzled-related protein 1	FZD6	frizzled class receptor 6		FZD6
SFTPA1_TLR2	SFTPA1	surfactant protein A1	TLR2	toll-like receptor 2	SFTPA1	TLR2
SFTPA2_CD93	SFTPA2	surfactant protein A2	CD93	CD93 molecule		CD93
SFTPD_LY96	SFTPD	surfactant protein D	LY96	lymphocyte antigen 96		LY96
SFTPD_TLR4	SFTPD	surfactant protein D	TLR4	toll-like receptor 4		TLR4
SHANK1_ABCA1	SHANK1	SH3 and multiple ankyrin repeat domains 1	ABCA1	"ATP-binding cassette, sub-family A (ABC1), member 1"	SHANK1	
SHANK1_BAI2	SHANK1	SH3 and multiple ankyrin repeat domains 1	BAI2	brain-specific angiogenesis inhibitor 2	SHANK1	BAI2
SHANK1_LPHN1	SHANK1	SH3 and multiple ankyrin repeat domains 1	LPHN1	latrophilin 1	SHANK1	LPHN1
SHANK1_LPHN2	SHANK1	SH3 and multiple ankyrin repeat domains 1	LPHN2	latrophilin 2	SHANK1	LPHN2
SHANK1_SSTR2	SHANK1	SH3 and multiple ankyrin repeat domains 1	SSTR2	somatostatin receptor 2	SHANK1	SSTR2
SHBG_CD177	SHBG	sex hormone-binding globulin	CD177	CD177 molecule		
SHBG_CLDN4	SHBG	sex hormone-binding globulin	CLDN4	claudin 4		
SHBG_SLC37A1	SHBG	sex hormone-binding globulin	SLC37A1	"solute carrier family 37 (glucose-6-phosphate transporter), member 1"		
SHH_BOC	SHH	sonic hedgehog	BOC	"BOC cell adhesion associated, oncogene regulated"	SHH	BOC
SHH_CDON	SHH	sonic hedgehog	CDON	"cell adhesion associated, oncogene regulated"	SHH	CDON
SHH_GPC5	SHH	sonic hedgehog	GPC5	glypican 5	SHH	
SHH_HHIP	SHH	sonic hedgehog	HHIP	hedgehog interacting protein	SHH	HHIP
SHH_LRP2	SHH	sonic hedgehog	LRP2	low density lipoprotein receptor-related protein 2	SHH	LRP2
SHH_PTCH1	SHH	sonic hedgehog	PTCH1	patched 1	SHH	PTCH
SHH_PTCH2	SHH	sonic hedgehog	PTCH2	patched 2	SHH	PTCH2
SHH_SMO	SHH	sonic hedgehog	SMO	"smoothened, frizzled class receptor"	SHH	SMO
SLIT1_GPC1	SLIT1	slit homolog 1 (Drosophila)	GPC1	glypican 1	SLIT1	GPC1
SLIT1_ROBO1	SLIT1	slit homolog 1 (Drosophila)	ROBO1	"roundabout, axon guidance receptor, homolog 1 (Drosophila)"	SLIT1	ROBO1
SLIT1_SDC1	SLIT1	slit homolog 1 (Drosophila)	SDC1	syndecan 1	SLIT1	SDC1
SLIT2_DCC	SLIT2	slit homolog 2 (Drosophila)	DCC	deleted in colorectal carcinoma	SLIT2	DCC
SLIT2_GPC1	SLIT2	slit homolog 2 (Drosophila)	GPC1	glypican 1	SLIT2	GPC1
SLIT2_ROBO1	SLIT2	slit homolog 2 (Drosophila)	ROBO1	"roundabout, axon guidance receptor, homolog 1 (Drosophila)"	SLIT2	ROBO1
SLIT2_ROBO2	SLIT2	slit homolog 2 (Drosophila)	ROBO2	"roundabout, axon guidance receptor, homolog 2 (Drosophila)"	SLIT2	ROBO2
SLIT2_ROBO4	SLIT2	slit homolog 2 (Drosophila)	ROBO4	"roundabout, axon guidance receptor, homolog 4 (Drosophila)"	SLIT2	ROBO4
SLIT2_SDC1	SLIT2	slit homolog 2 (Drosophila)	SDC1	syndecan 1	SLIT2	SDC1
SLIT3_ROBO2	SLIT3	slit homolog 3 (Drosophila)	ROBO2	"roundabout, axon guidance receptor, homolog 2 (Drosophila)"	SLIT3	ROBO2
SLPI_CD4	SLPI	secretory leukocyte peptidase inhibitor	CD4	CD4 molecule		
SORBS1_INSR	SORBS1	sorbin and SH3 domain containing 1	INSR	insulin receptor	SORBS1	INSR
SORBS1_ITGA1	SORBS1	sorbin and SH3 domain containing 1	ITGA1	"integrin, alpha 1"	SORBS1	ITGA1
SORBS1_ITGB5	SORBS1	sorbin and SH3 domain containing 1	ITGB5	"integrin, beta 5"	SORBS1	ITGB5
SOST_LRP5	SOST	sclerostin	LRP5	low density lipoprotein receptor-related protein 5	SOST	LRP5
SOST_LRP6	SOST	sclerostin	LRP6	low density lipoprotein receptor-related protein 6	SOST	LRP6
SPINK1_EGFR	SPINK1	"serine peptidase inhibitor, Kazal type 1"	EGFR	epidermal growth factor receptor		EGFR
SPINK1_NRSN1	SPINK1	"serine peptidase inhibitor, Kazal type 1"	NRSN1	neurensin 1		
SPINT1_ST14	SPINT1	"serine peptidase inhibitor, Kunitz type 1"	ST14	suppression of tumorigenicity 14 (colon carcinoma)		
SPON2_ITGAM	SPON2	"spondin 2, extracellular matrix protein"	ITGAM	"integrin, alpha M (complement component 3 receptor 3 subunit)"		ITGAM
SPON2_ITGB2	SPON2	"spondin 2, extracellular matrix protein"	ITGB2	"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"		ITGB2
SPP1_CD44	SPP1	secreted phosphoprotein 1	CD44	CD44 molecule (Indian blood group)	SPP1	CD44
SPP1_ITGA4	SPP1	secreted phosphoprotein 1	ITGA4	"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"		
SPP1_ITGA5	SPP1	secreted phosphoprotein 1	ITGA5	"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"	SPP1	ITGA5
SPP1_ITGA9	SPP1	secreted phosphoprotein 1	ITGA9	"integrin, alpha 9"	SPP1	ITGA9
SPP1_ITGAV	SPP1	secreted phosphoprotein 1	ITGAV	"integrin, alpha V"	SPP1	ITGAV
SPP1_ITGB1	SPP1	secreted phosphoprotein 1	ITGB1	"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"	SPP1	ITGB1
SPP1_S1PR1	SPP1	secreted phosphoprotein 1	S1PR1	sphingosine-1-phosphate receptor 1		
SST_SSTR1	SST	somatostatin	SSTR1	somatostatin receptor 1	SST	SSTR1
SST_SSTR2	SST	somatostatin	SSTR2	somatostatin receptor 2	SST	SSTR2
SST_SSTR3	SST	somatostatin	SSTR3	somatostatin receptor 3	SST	SSTR3
SST_SSTR4	SST	somatostatin	SSTR4	somatostatin receptor 4	SST	SSTR4
SST_SSTR5	SST	somatostatin	SSTR5	somatostatin receptor 5	SST	SSTR5
SYTL3_NRXN1	SYTL3	synaptotagmin-like 3	NRXN1	neurexin 1		NRXN1
TAC1_TACR1	TAC1	"tachykinin, precursor 1"	TACR1	tachykinin receptor 1	TAC1	TACR1
TAC1_TACR2	TAC1	"tachykinin, precursor 1"	TACR2	tachykinin receptor 2	TAC1	TACR2
TAC1_TACR3	TAC1	"tachykinin, precursor 1"	TACR3	tachykinin receptor 3	TAC1	TACR3
TAC3_TACR1	TAC3	tachykinin 3	TACR1	tachykinin receptor 1	TAC3	TACR1
TAC3_TACR2	TAC3	tachykinin 3	TACR2	tachykinin receptor 2	TAC3	TACR2
TAC3_TACR3	TAC3	tachykinin 3	TACR3	tachykinin receptor 3	TAC3	TACR3
TAC4_TACR1	TAC4	tachykinin 4 (hemokinin)	TACR1	tachykinin receptor 1	TAC4	TACR1
TAC4_TACR2	TAC4	tachykinin 4 (hemokinin)	TACR2	tachykinin receptor 2	TAC4	TACR2
TAC4_TACR3	TAC4	tachykinin 4 (hemokinin)	TACR3	tachykinin receptor 3	TAC4	TACR3
TCN2_CNR1	TCN2	transcobalamin II	CNR1	cannabinoid receptor 1 (brain)		CNR1
TCN2_LRP2	TCN2	transcobalamin II	LRP2	low density lipoprotein receptor-related protein 2		LRP2
TCTN1_TMEM67	TCTN1	tectonic family member 1	TMEM67	transmembrane protein 67		
TDGF1_ACVR1B	TDGF1	teratocarcinoma-derived growth factor 1	ACVR1B	"activin A receptor, type IB"	TDGF1	ACVR1B
TDGF1_ACVR1C	TDGF1	teratocarcinoma-derived growth factor 1	ACVR1C	"activin A receptor, type IC"	TDGF1	ACVR1C
TDGF1_ACVR2A	TDGF1	teratocarcinoma-derived growth factor 1	ACVR2A	"activin A receptor, type IIA"	TDGF1	ACVR2A
TDGF1_ACVR2B	TDGF1	teratocarcinoma-derived growth factor 1	ACVR2B	"activin A receptor, type IIB"	TDGF1	ACVR2B
TDGF1_GPC1	TDGF1	teratocarcinoma-derived growth factor 1	GPC1	glypican 1	TDGF1	GPC1
TFPI_F3	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	F3	"coagulation factor III (thromboplastin, tissue factor)"	TFPI	F3
TFPI_LRP1	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	LRP1	low density lipoprotein receptor-related protein 1	TFPI	LRP1
TFPI_SDC4	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	SDC4	syndecan 4	TFPI	SDC4
TFPI_VLDLR	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	VLDLR	very low density lipoprotein receptor	TFPI	VLDLR
TF_GPR162	TF	transferrin	GPR162	G protein-coupled receptor 162	TF	
TF_TFR2	TF	transferrin	TFR2	transferrin receptor 2	TF	TFR2
TF_TFRC	TF	transferrin	TFRC	transferrin receptor	TF	TFRC
TGFA_EGFR	TGFA	"transforming growth factor, alpha"	EGFR	epidermal growth factor receptor	TGFA	EGFR
TGFA_ERBB2	TGFA	"transforming growth factor, alpha"	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	TGFA	ERBB2
TGFA_ERBB3	TGFA	"transforming growth factor, alpha"	ERBB3	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	TGFA	ERBB3
TGFA_ERBB4	TGFA	"transforming growth factor, alpha"	ERBB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	TGFA	ERBB4
TGFB1_ACVRL1	TGFB1	"transforming growth factor, beta 1"	ACVRL1	activin A receptor type II-like 1	TGFB1	ACVRL1
TGFB1_CAV1	TGFB1	"transforming growth factor, beta 1"	CAV1	"caveolin 1, caveolae protein, 22kDa"	TGFB1	
TGFB1_CD109	TGFB1	"transforming growth factor, beta 1"	CD109	CD109 molecule	TGFB1	
TGFB1_CXCR4	TGFB1	"transforming growth factor, beta 1"	CXCR4	chemokine (C-X-C motif) receptor 4	TGFB1	CXCR4
TGFB1_ENG	TGFB1	"transforming growth factor, beta 1"	ENG	endoglin	TGFB1	ENG
TGFB1_ITGAV	TGFB1	"transforming growth factor, beta 1"	ITGAV	"integrin, alpha V"	TGFB1	ITGAV
TGFB1_ITGB6	TGFB1	"transforming growth factor, beta 1"	ITGB6	"integrin, beta 6"	TGFB1	ITGB6
TGFB1_ITGB8	TGFB1	"transforming growth factor, beta 1"	ITGB8	"integrin, beta 8"	TGFB1	ITGB8
TGFB1_SDC2	TGFB1	"transforming growth factor, beta 1"	SDC2	syndecan 2	TGFB1	SDC2
TGFB1_TGFBR1	TGFB1	"transforming growth factor, beta 1"	TGFBR1	"transforming growth factor, beta receptor 1"	TGFB1	TGFBR1
TGFB1_TGFBR2	TGFB1	"transforming growth factor, beta 1"	TGFBR2	"transforming growth factor, beta receptor II (70/80kDa)"	TGFB1	TGFBR2
TGFB1_TGFBR3	TGFB1	"transforming growth factor, beta 1"	TGFBR3	"transforming growth factor, beta receptor III"	TGFB1	TGFBR3
TGFB2_ACVR1	TGFB2	"transforming growth factor, beta 2"	ACVR1	"activin A receptor, type I"	TGFB2	ACVR1
TGFB2_ENG	TGFB2	"transforming growth factor, beta 2"	ENG	endoglin	TGFB2	ENG
TGFB2_TGFBR1	TGFB2	"transforming growth factor, beta 2"	TGFBR1	"transforming growth factor, beta receptor 1"	TGFB2	TGFBR1
TGFB2_TGFBR2	TGFB2	"transforming growth factor, beta 2"	TGFBR2	"transforming growth factor, beta receptor II (70/80kDa)"	TGFB2	TGFBR2
TGFB2_TGFBR3	TGFB2	"transforming growth factor, beta 2"	TGFBR3	"transforming growth factor, beta receptor III"	TGFB2	TGFBR3
TGFB3_ACVRL1	TGFB3	"transforming growth factor, beta 3"	ACVRL1	activin A receptor type II-like 1	TGFB3	ACVRL1
